short,stem,long,stem_count,long_count
wce,"{'wireless capsul endoscop', 'wireless capsul endoscopi'}","{'wireless capsule endoscopy', 'wireless capsule endoscope'}",2,2
wdf,{'wigner distribut function'},{'wigner distribution function'},1,1
wgcna,{'weight gene co express network analysi'},{'weighted gene co-expression network analysis'},1,1
wlan,{'wireless local area network'},{'wireless local area network'},1,1
wlans,{'wireless local area network'},{'wireless local area networks'},1,1
wlr,{'wheat leaf rust'},{'wheat leaf rust'},1,1
wls,{'weight least squar'},{'weighted least squares'},1,1
wm,"{'weight momentum', 'random forest , machin learn , western medicin', 'white matter'}","{'weight momentum', 'random forest, machine learning, western medicine', 'white matter'}",3,3
wml,{'wireless sensor network base machin learn'},{'wireless sensor network based machine learning'},1,1
wnn,{'wavelet neural network'},{'wavelet neural network'},1,1
wom,{'word of mouth'},{'word-of-mouth'},1,1
wp,{'optim wavelet packet'},{'optimal wavelet packet'},1,1
wpe,{'wavelet packet energi'},{'wavelet packet energy'},1,1
wps,{'warp progress similar'},{'warp progression similarity'},1,1
wpt,{'wavelet packet transform'},{'wavelet packet transform'},1,1
wrf,{'weather research and forecast'},{'weather research and forecast'},1,1
wsl,{'weak supervis learn'},{'weakly supervised learning'},1,1
wsn,{'wireless sensor network'},{'wireless sensor network'},1,1
wsns,{'wireless sensor network'},{'wireless sensor networks'},1,1
wsnss,{'wireless sensor network system'},{'wireless sensor network systems'},1,1
wsos,{'weapon system of system'},{'weapon system of systems'},1,1
wsrf,{'web servic resourc framework'},{'web services resource framework'},1,1
wss,{'wall shear stress'},{'wall shear stress'},1,1
wt,"{'wind turbin', 'wavelet transform'}","{'wind turbine', 'wavelet transform'}",2,2
wta,"{'weapon target assign', 'winner take all'}","{'weapon-target assignment', 'winner-take-all'}",2,2
wtps,{'wireless transmiss protocol stack'},{'wireless transmission protocol stack'},1,1
wwo,{'water wave optim'},{'water wave optimization'},1,1
x,{'percentag of predict ( x ) pred'},{'percentage of predictions(x) pred'},1,1
xcs,{'extend classifi system'},{'extended classifier system'},1,1
xcsg,{'accuraci base machin learn system with gradient descent'},{'accuracy-based machine learning system with gradient descent'},1,1
xss,{'cross site script'},{'cross site scripting'},1,1
yolo,{'you onli look onc'},{'you only look once'},1,1
yoy,{'young of the year fish'},{'young-of-the-year fishes'},1,1
zhe rule,{'zhe aspect transfer rule'},{'zhe aspect transferring rule'},1,1
δ,{'taxonom divers index'},{'taxonomic diversity index'},1,1
δ<sup>*</sup>,{'taxonom distinct'},{'taxonomic distinctness'},1,1
λ,"{'r', 'sarsa', 'q', 'multi step q'}","{'r', 'q', 'multi-step q', 'sarsa'}",4,4
ν-svr,{'ν support vector regress'},{'ν support vector regression'},1,1
